NomeEstacao;CodEstacao;Bacia;SubBacia;Operadora;Responsavel;Municipio-UF;Latitude;Longitude;Altitude;CodRio;NomeRio;Origem;StatusEstacao
PCH QUEBRA DENTES MONTANTE 2;76069450;7;76;00506 - QUEVEDOS - Quevedos Energética S/A;00506 - QUEVEDOS - Quevedos Energética S/A;QUEVEDOS-RS;-29,2586;-53,9442;335;76112000;RIO TOROPI;Setor Elétrico;Ativo
PCH QUEBRA DENTES MONTANTE 1;76069500;7;76;00506 - QUEVEDOS - Quevedos Energética S/A;00506 - QUEVEDOS - Quevedos Energética S/A;QUEVEDOS-RS;-29,2661;-53,9483;333;76112000;RIO TOROPI;Setor Elétrico;Ativo
PCH QUEBRA DENTES BARRAMENTO;76069900;7;76;00506 - QUEVEDOS - Quevedos Energética S/A;00506 - QUEVEDOS - Quevedos Energética S/A;QUEVEDOS-RS;-29,3642;-54,0117;314;76112000;RIO TOROPI;Setor Elétrico;Ativo
PCH QUEBRA DENTES JUSANTE;76070500;7;76;00506 - QUEVEDOS - Quevedos Energética S/A;00506 - QUEVEDOS - Quevedos Energética S/A;QUEVEDOS-RS;-29,3878;-54,0222;220;76112000;RIO TOROPI;Setor Elétrico;Ativo
PCH CACHOEIRA CINCO VEADOS BARRAMENTO;76084000;7;76;00436 - RINCÃO ALBINOS - Rincão dos Albinos Energética S/A;00436 - RINCÃO ALBINOS - Rincão dos Albinos Energética S/A;QUEVEDOS-RS;-29,4192;-54,05;195;76112000;RIO TOROPI;Setor Elétrico;Ativo
PCH CACHOEIRA CINCO VEADOS JUSANTE;76084040;7;76;00436 - RINCÃO ALBINOS - Rincão dos Albinos Energética S/A;00436 - RINCÃO ALBINOS - Rincão dos Albinos Energética S/A;QUEVEDOS-RS;-29,4208;-54,0528;178;76112000;RIO TOROPI;Setor Elétrico;Ativo
PCH RINCÃO SÃO MIGUEL BARRAMENTO;76086000;7;76;00501 - RINCÃOSÃOMIGUEL - Rincão São Miguel Energética S/A;00501 - RINCÃOSÃOMIGUEL - Rincão São Miguel Energética S/A;QUEVEDOS-RS;-29,4492;-54,0922;153;76112000;RIO TOROPI;Setor Elétrico;Ativo
PCH RINCÃO SÃO MIGUEL JUSANTE;76086500;7;76;00501 - RINCÃOSÃOMIGUEL - Rincão São Miguel Energética S/A;00501 - RINCÃOSÃOMIGUEL - Rincão São Miguel Energética S/A;QUEVEDOS-RS;-29,4558;-54,0933;149;76112000;RIO TOROPI;Setor Elétrico;Ativo
PASSO SANTA VITÓRIA;76111010;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CACEQUI-RS;-29,8372;-54,7981;0;76100000;RIO IBICUÍ;RHN;Ativo
PCH SALTO DO GUASSUPI ARROIO SOCAVÃO;76112000;7;76;00507 - GUASSUPI - Salto do Guassupi Energética S/A;00507 - GUASSUPI - Salto do Guassupi Energética S/A;QUEVEDOS-RS;-29,4578;-54,1278;140;76112050;ARROIO SOCAVÃO;Setor Elétrico;Ativo
PCH SALTO DO GUASSUPI MONTANTE;76115400;7;76;00507 - GUASSUPI - Salto do Guassupi Energética S/A;00507 - GUASSUPI - Salto do Guassupi Energética S/A;QUEVEDOS-RS;-29,4017;-53,9408;302;76115000;ARROIO GUASSUPI;Setor Elétrico;Ativo
PCH SALTO DO GUASSUPI BARRAMENTO;76115600;7;76;00507 - GUASSUPI - Salto do Guassupi Energética S/A;00507 - GUASSUPI - Salto do Guassupi Energética S/A;QUEVEDOS-RS;-29,4092;-53,9975;292;76115000;ARROIO GUASSUPI;Setor Elétrico;Ativo
PCH SALTO DO GUASSUPI RIO TOROPI MIRIM;76115800;7;76;00507 - GUASSUPI - Salto do Guassupi Energética S/A;00507 - GUASSUPI - Salto do Guassupi Energética S/A;QUEVEDOS-RS;-29,4611;-54,1942;565;76115000;ARROIO GUASSUPI;Setor Elétrico;Ativo
PONTE IBIROCAÍ;76150050;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;ALEGRETE-RS;-29,4683;-56,4756;0;76156000;ARROIO IBIROCAI;RHN;Ativo
PASSO DA FERRARIA;76220900;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;DOM PEDRITO-RS;-31,1417;-54,3806;0;76121000;RIO SANTA MARIA;RHN;Ativo
DOM PEDRITO;76251000;7;76;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;DOM PEDRITO-RS;-30,9703;-54,6933;130;76121000;RIO SANTA MARIA;RHN;Ativo
PASSO DOS FARRAPOS;76290000;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;ROSÁRIO DO SUL-RS;-30,5183;-55,0431;0;76122000;RIO IBICUÍ DA ARMADA;RHN;Ativo
PONTE IBICUI DA ARMADA;76300000;7;76;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ROSÁRIO DO SUL-RS;-30,2808;-54,9031;80;76122000;RIO IBICUÍ DA ARMADA;RHN;Ativo
ROSÁRIO DO SUL;76310000;7;76;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ROSÁRIO DO SUL-RS;-30,2428;-54,9169;82;76121000;RIO SANTA MARIA;CotaOnline;Ativo
ROSÁRIO DO SUL;76310000;7;76;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ROSÁRIO DO SUL-RS;-30,2428;-54,9169;82;76121000;RIO SANTA MARIA;RHN;Ativo
PONTE SÃO SIMÃO CACEQUI;76378900;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CACEQUI-RS;-29,9433;-54,9317;0;76121000;RIO SANTA MARIA;RHN;Ativo
PONTE RS-640 / RIO CACEQUI;76380050;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CACEQUI-RS;-29,895;-54,8531;0;76123000;RIO CACEQUI;RHN;Ativo
PCH FURNAS DO SEGREDO BARRAMENTO;76430900;7;76;00136 - JAGUARI - Jaguari Energética S.A;00136 - JAGUARI - Jaguari Energética S.A;JAGUARI-RS;-29,3656;-54,5044;152;76131000;RIO JAGUARÍ;Setor Elétrico;Ativo
PCH FURNAS DO SEGREDO JUSANTE;76431000;7;76;00136 - JAGUARI - Jaguari Energética S.A;00136 - JAGUARI - Jaguari Energética S.A;JAGUARI-RS;-29,3803;-54,5103;141;76131000;RIO JAGUARÍ;Setor Elétrico;Ativo
PONTE RIO JAGUARI;76431995;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;JAGUARI-RS;-29,4997;-54,6889;0;76131000;RIO JAGUARÍ;RHN;Ativo
JACAQUÁ;76500040;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;ALEGRETE-RS;-29,6869;-55,1964;0;76100000;RIO IBICUÍ;RHN;Ativo
MANOEL VIANA;76560000;7;76;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;MANOEL VIANA-RS;-29,5958;-55,4814;61,71;76100000;RIO IBICUÍ;RHN;Ativo
MANOEL VIANA;76560000;7;76;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;MANOEL VIANA-RS;-29,5958;-55,4814;61,71;76100000;RIO IBICUÍ;CotaOnline;Ativo
FUNDAÇÃO MARONNA ALEGRETE;76660900;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;ALEGRETE-RS;-30,0681;-55,6594;0;76151000;RIO IBIRAPUITA;RHN;Ativo
PASSO DO OSÓRIO;76742000;7;76;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ALEGRETE-RS;-29,9511;-55,6003;100;76151400;ARROIO CAVERA;RHN;Ativo
ALEGRETE;76750000;7;76;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ALEGRETE-RS;-29,7683;-55,7875;66;76151000;RIO IBIRAPUITA;RHN;Ativo
ALEGRETE;76750000;7;76;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ALEGRETE-RS;-29,7683;-55,7875;66;76151000;RIO IBIRAPUITA;CotaOnline;Ativo
PASSO MARIANO PINTO;76800000;7;76;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ITAQUI-RS;-29,3092;-56,0553;50,82;76100000;RIO IBICUÍ;RHN;Ativo
PASSO MARIANO PINTO;76800000;7;76;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ITAQUI-RS;-29,3092;-56,0553;50,82;76100000;RIO IBICUÍ;CotaOnline;Ativo
URUGUAIANA;77150000;7;77;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;URUGUAIANA-RS;-29,7486;-57,0886;38;70001000;RIO URUGUAI;RHN;Ativo
URUGUAIANA;77150000;7;77;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;URUGUAIANA-RS;-29,7486;-57,0886;38;70001000;RIO URUGUAI;CotaOnline;Ativo
QUARAÍ;77500000;7;77;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;QUARAÍ-RS;-30,3844;-56,4656;86;77101000;RIO QUARAÍ;RHN;Ativo
QUARAÍ;77500000;7;77;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;QUARAÍ-RS;-30,3844;-56,4656;86;77101000;RIO QUARAÍ;CotaOnline;Ativo
CONCORDIA (DNCPVN-611);78500000;7;78;00902 - ARGENTINA - Argentina;00902 - ARGENTINA - Argentina;ARGENTINA-AR;-31,4;-58,0167;0;70001000;RIO URUGUAI;RHN;Ativo
FAZENDA SÃO JORGE;79200000;7;79;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;BAGÉ-RS;-31,4533;-54,13;150;79101000;RIO NEGRO;CotaOnline;Ativo
FAZENDA SÃO JORGE / BAGÉ;79200010;7;79;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;BAGÉ-RS;-31,4533;-54,13;0;79101000;RIO NEGRO;RHN;Ativo
ESTÂNCIA DO ESPANTOSO;79400000;7;79;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;BAGÉ-RS;-31,5339;-54,2944;100;79101000;RIO NEGRO;RHN;Ativo
ESTÂNCIA DA LAGOA - RIO NEGRO / BAGÉ;79400400;7;79;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;ACEGUÁ-RS;-31,6122;-54,3908;0;79101000;RIO NEGRO;RHN;Ativo
PCH ITATINGA MONTANTE;80245600;8;80;00219 - CODESP - Companhia Docas do Estado de São Paulo-CODESP;00219 - CODESP - Companhia Docas do Estado de São Paulo-CODESP;BERTIOGA-SP;-23,7439;-46,1294;705;80501300;RIO ITATINGA;Setor Elétrico;Ativo
PCH ITATINGA BARRAMENTO;80245700;8;80;00219 - CODESP - Companhia Docas do Estado de São Paulo-CODESP;00219 - CODESP - Companhia Docas do Estado de São Paulo-CODESP;BERTIOGA-SP;-23,745;-46,1275;700;80501300;RIO ITATINGA;Setor Elétrico;Ativo
UHE HENRY BORDEN SUBTERRÂNEA;80360200;8;80;00084 - EMAE - EMAE;00084 - EMAE - EMAE;CUBATÃO-SP;-23,8786;-46,4478;11,02;80400500;RIO CUBATÃO;Setor Elétrico;Ativo
UHE HENRY BORDEN EXTERNA;80360400;8;80;00084 - EMAE - EMAE;00084 - EMAE - EMAE;CUBATÃO-SP;-23,8772;-46,4472;3,39;80400500;RIO CUBATÃO;Setor Elétrico;Ativo
CUBATÃO;80360600;8;80;00113 - CETESB-SP - Companhia de Tecnologia de Saneamento Ambiental;00113 - CETESB-SP - Companhia de Tecnologia de Saneamento Ambiental;CUBATÃO-SP;-23,8775;-46,4197;15;80705000;RIO CUBATÃO DE CIMA;RHN;Ativo
CGH PAINA II BARRAMENTO;81018900;8;81;00262 - SENGES - Senges Papel e Celulose Ltda.;00262 - SENGES - Senges Papel e Celulose Ltda.;CASTRO-PR;-24,8886;-49,5919;657;81105000;RIO SOCAVÃO;Setor Elétrico;Ativo
CGH PAINA II JUSANTE;81019000;8;81;00262 - SENGES - Senges Papel e Celulose Ltda.;00262 - SENGES - Senges Papel e Celulose Ltda.;CASTRO-PR;-24,8939;-49,5858;630;81105000;RIO SOCAVÃO;Setor Elétrico;Ativo
PONTE DO AÇUNGUI;81019350;8;81;00052 - IAT-PR - Instituto Água e Terra do Paraná;00001 - ANA - Agência Nacional de Águas;CAMPO LARGO-PR;-25,2344;-49,5964;580;81200000;RIO AÇUNGUI;RHN;Ativo
CGH SANTA CRUZ BARRAMENTO;81028000;8;81;00255 - RIO BRANCO - Cimento Rio Branco S.A.;00255 - RIO BRANCO - Cimento Rio Branco S.A.;RIO BRANCO DO SUL-PR;-25,1519;-49,4128;813;81200800;RIO TACANIÇA;Setor Elétrico;Ativo
CGH SANTA CRUZ JUSANTE;81030000;8;81;00255 - RIO BRANCO - Cimento Rio Branco S.A.;00255 - RIO BRANCO - Cimento Rio Branco S.A.;RIO BRANCO DO SUL-PR;-25,15;-49,4219;530;81200800;RIO TACANIÇA;Setor Elétrico;Ativo
FOZ DO SÃO SEBASTIÃO;81107000;8;81;00052 - IAT-PR - Instituto Água e Terra do Paraná;00001 - ANA - Agência Nacional de Águas;CERRO AZUL-PR;-24,9028;-49,4417;345;81001000;RIO RIBEIRA DO IGUAPE;RHN;Ativo
BALSA DO CERRO AZUL;81135000;8;81;00052 - IAT-PR - Instituto Água e Terra do Paraná;00001 - ANA - Agência Nacional de Águas;CERRO AZUL-PR;-24,7964;-49,2725;270;81001000;RIO RIBEIRA DO IGUAPE;RHN;Ativo
CERRO AZUL MONTANTE;81139500;8;81;00052 - IAT-PR - Instituto Água e Terra do Paraná;00001 - ANA - Agência Nacional de Águas;CERRO AZUL-PR;-24,8433;-49,2733;310;81206000;RIO PONTA GROSSA;RHN;Ativo
CGH CATAS ALTAS I MONTANTE 2;81167000;8;81;00576 - KLINGELE - Klingele Paper Nova Campina Ltda;00576 - KLINGELE - Klingele Paper Nova Campina Ltda;BARRA DO CHAPEU-SP;-24,4822;-49,0664;700;81308000;RIO CATAS ALTAS;Setor Elétrico;Ativo
CGH CATAS ALTAS I MONTANTE 1;81168000;8;81;00576 - KLINGELE - Klingele Paper Nova Campina Ltda;00576 - KLINGELE - Klingele Paper Nova Campina Ltda;BARRA DO CHAPEU-SP;-24,4842;-49,1136;586;81308000;RIO CATAS ALTAS;Setor Elétrico;Ativo
CGH CATAS ALTAS I BARRAMENTO;81169000;8;81;00576 - KLINGELE - Klingele Paper Nova Campina Ltda;00576 - KLINGELE - Klingele Paper Nova Campina Ltda;RIBEIRA-SP;-24,5956;-49,1347;330;81308000;RIO CATAS ALTAS;Setor Elétrico;Ativo
CGH CATAS ALTAS I JUSANTE;81169550;8;81;00576 - KLINGELE - Klingele Paper Nova Campina Ltda;00576 - KLINGELE - Klingele Paper Nova Campina Ltda;RIBEIRA-SP;-24,6114;-49,1267;230;81308000;RIO CATAS ALTAS;Setor Elétrico;Ativo
CAPELA DA RIBEIRA;81200000;8;81;00052 - IAT-PR - Instituto Água e Terra do Paraná;00001 - ANA - Agência Nacional de Águas;RIBEIRA-SP;-24,6556;-48,9997;180;81001000;RIO RIBEIRA DO IGUAPE;RHN;Ativo
UHE GOV. PARIGOT DE SOUZA MONTANTE;81299001;8;81;00028 - COPEL - Copel Geração e Transmissão S.A;00028 - COPEL - Copel Geração e Transmissão S.A;CAMPINA GRANDE DO SUL-PR;-25,2169;-48,9464;780;81400100;RIO CAPIVARI;Setor Elétrico;Ativo
UHE GOV. PARIGOT DE SOUZA BARRAMENTO;81301001;8;81;00028 - COPEL - Copel Geração e Transmissão S.A;00028 - COPEL - Copel Geração e Transmissão S.A;CAMPINA GRANDE DO SUL-PR;-25,1383;-48,8744;845;81400100;RIO CAPIVARI;Setor Elétrico;Ativo
UHE GOV. PARIGOT DE SOUZA JUSANTE;81303001;8;81;00028 - COPEL - Copel Geração e Transmissão S.A;00028 - COPEL - Copel Geração e Transmissão S.A;BOCAIÚVA DO SUL-PR;-25,0881;-48,8272;670;81400100;RIO CAPIVARI;Setor Elétrico;Ativo
PCH NOVO HORIZONTE MONTANTE;81312000;8;81;00488 - CENH - Companhia Energética Novo Horizonte-CENH;00488 - CENH - Companhia Energética Novo Horizonte-CENH;CAMPINA GRANDE DO SUL-PR;-25,0044;-48,6381;499;81400100;RIO CAPIVARI;Setor Elétrico;Ativo
PCH NOVO HORIZONTE BARRAMENTO;81315000;8;81;00488 - CENH - Companhia Energética Novo Horizonte-CENH;00488 - CENH - Companhia Energética Novo Horizonte-CENH;CAMPINA GRANDE DO SUL-PR;-25;-48,6217;321;81400100;RIO CAPIVARI;Setor Elétrico;Ativo
CÓRREGO COMPRIDO;81335000;8;81;00052 - IAT-PR - Instituto Água e Terra do Paraná;00001 - ANA - Agência Nacional de Águas;BARRA DO TURVO-SP;-24,7586;-48,5086;160;81400000;RIO PARDO;RHN;Ativo
BARRA DO TURVO-RT;81337000;8;81;00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...;00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...;BARRA DO TURVO-SP;-24,8739;-48,4847;0;81613000;RIO TURVO;RHN;Ativo
IPORANGA;81350000;8;81;00426 - CONSTRUFAM - Construfam Engenharia e Empreendimentos Ltda.;00001 - ANA - Agência Nacional de Águas;IPORANGA-SP;-24,5864;-48,5922;73;81001000;RIO RIBEIRA DO IGUAPE;RHN;Ativo
BARRA DO BATATAL;81360000;8;81;00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...;00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...;ELDORADO-SP;-24,5864;-48,2697;0;81001000;RIO RIBEIRA DO IGUAPE;RHN;Ativo
ELDORADO;81380000;8;81;00426 - CONSTRUFAM - Construfam Engenharia e Empreendimentos Ltda.;00001 - ANA - Agência Nacional de Águas;ELDORADO-SP;-24,5197;-48,1056;70;81001000;RIO RIBEIRA DO IGUAPE;RHN;Ativo
SETE BARRAS;81420000;8;81;00426 - CONSTRUFAM - Construfam Engenharia e Empreendimentos Ltda.;00001 - ANA - Agência Nacional de Águas;SETE BARRAS-SP;-24,3925;-47,925;35;81001000;RIO RIBEIRA DO IGUAPE;RHN;Ativo
UHE FRANÇA JUQUIÁ BR-116;81429000;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;JUQUITIBA-SP;-23,9364;-47,1036;673;81501000;RIO JUQUIÁ;Setor Elétrico;Ativo
UHE FRANÇA LARANJEIRAS;81429500;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;JUQUITIBA-SP;-23,8864;-47,1369;660;81501500;RIO LARANJEIRAS;Setor Elétrico;Ativo
UHE FRANÇA RESERVATÓRIO 2;81491030;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;JUQUITIBA-SP;-23,9294;-47,1969;642;81501000;RIO JUQUIÁ;Setor Elétrico;Ativo
UHE FRANÇA RESERVATÓRIO 3;81491050;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;JUQUITIBA-SP;-23,9303;-47,1919;642;81501000;RIO JUQUIÁ;Setor Elétrico;Ativo
UHE FRANÇA BARRAMENTO;81491080;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;JUQUITIBA-SP;-23,9406;-47,1944;642;81501000;RIO JUQUIÁ;Setor Elétrico;Ativo
UHE FRANÇA JUSANTE;81491100;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;JUQUITIBA-SP;-23,9486;-47,1975;620;81501000;RIO JUQUIÁ;Setor Elétrico;Ativo
UHE FUMAÇA RESERVATÓRIO;81495030;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;IBIUNA-SP;-24,0125;-47,255;539;81501000;RIO JUQUIÁ;Setor Elétrico;Ativo
UHE FUMAÇA BARRAMENTO;81495080;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;IBIUNA-SP;-24,0075;-47,2639;533;81501000;RIO JUQUIÁ;Setor Elétrico;Ativo
UHE FUMAÇA JUSANTE;81495200;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;IBIUNA-SP;-24,0103;-47,2936;423;81501000;RIO JUQUIÁ;Setor Elétrico;Ativo
UHE BARRA BARRAMENTO;81496080;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;TAPIRAÍ-SP;-24,025;-47,3567;404;81501000;RIO JUQUIÁ;Setor Elétrico;Ativo
UHE BARRA JUSANTE;81496200;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;TAPIRAÍ-SP;-24,0283;-47,3567;334;81501000;RIO JUQUIÁ;Setor Elétrico;Ativo
PCH PORTO RASO BARRAMENTO;81497080;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;TAPIRAÍ-SP;-24,0625;-47,4158;306;81501000;RIO JUQUIÁ;Setor Elétrico;Ativo
UHE ALECRIM BARRAMENTO;81498080;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;TAPIRAÍ-SP;-24,0814;-47,4767;239;81501000;RIO JUQUIÁ;Setor Elétrico;Ativo
PCH SERRARIA BARRAMENTO;81499080;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;JUQUIÁ-SP;-24,1519;-47,5481;85;81501000;RIO JUQUIÁ;Setor Elétrico;Ativo
PCH SERRARIA JUSANTE;81499085;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;JUQUIÁ-SP;-24,1511;-47,5547;45;81501000;RIO JUQUIÁ;Setor Elétrico;Ativo
UHE JURUPARÁ RESERVATÓRIO;81499098;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;PIEDADE-SP;-23,9594;-47,3983;622;81521000;RIO DO PEIXE;Setor Elétrico;Ativo
UHE JURUPARA BARRAMENTO;81499100;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;PIEDADE-SP;-23,9622;-47,3897;622;81521000;RIO DO PEIXE;Setor Elétrico;Ativo
UHE JURUPARA JUSANTE;81499200;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;PIEDADE-SP;-23,9722;-47,3872;514;81521000;RIO DO PEIXE;Setor Elétrico;Ativo
UHE SALTO DO IPORANGA BARRAMENTO;81500080;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;JUQUIÁ-SP;-24,1;-47,7189;281;81511000;RIO AÇUNGUI;Setor Elétrico;Ativo
UHE SALTO DO IPORANGA JUSANTE;81501000;8;81;00137 - CBA - Companhia Brasileira de Alumínio-CBA;00137 - CBA - Companhia Brasileira de Alumínio-CBA;JUQUIÁ-SP;-24,1094;-47,6861;61;81511000;RIO AÇUNGUI;Setor Elétrico;Ativo
BARRA DO AÇUNGUI;81530000;8;81;00426 - CONSTRUFAM - Construfam Engenharia e Empreendimentos Ltda.;00001 - ANA - Agência Nacional de Águas;JUQUIÁ-SP;-24,2064;-47,6133;22;81501000;RIO JUQUIÁ;RHN;Ativo
PORTO DA GOIABA;81545000;8;81;00426 - CONSTRUFAM - Construfam Engenharia e Empreendimentos Ltda.;00001 - ANA - Agência Nacional de Águas;JUQUIÁ-SP;-24,2886;-47,6172;0;81501000;RIO JUQUIÁ;RHN;Ativo
PRAIA ALTA;81595000;8;81;00426 - CONSTRUFAM - Construfam Engenharia e Empreendimentos Ltda.;00001 - ANA - Agência Nacional de Águas;PEDRO DE TOLEDO-SP;-24,2461;-47,2608;0;81522500;RIO ITARIRI;RHN;Ativo
MIRACATU;81630000;8;81;00426 - CONSTRUFAM - Construfam Engenharia e Empreendimentos Ltda.;00001 - ANA - Agência Nacional de Águas;MIRACATU-SP;-24,2811;-47,4606;11;81520000;RIO SÃO LOURENÇO;RHN;Ativo
JUQUIÁ;81679000;8;81;00426 - CONSTRUFAM - Construfam Engenharia e Empreendimentos Ltda.;00001 - ANA - Agência Nacional de Águas;JUQUIÁ-SP;-24,3206;-47,625;18;81501000;RIO JUQUIÁ;RHN;Ativo
REGISTRO;81683000;8;81;00426 - CONSTRUFAM - Construfam Engenharia e Empreendimentos Ltda.;00001 - ANA - Agência Nacional de Águas;REGISTRO-SP;-24,49;-47,8367;10;81001000;RIO RIBEIRA DO IGUAPE;RHN;Ativo
GUARAÚ;81690000;8;81;00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...;00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...;CAJATI-SP;-24,7558;-48,0847;0;81610100;RIO GUARAU;RHN;Ativo
BARRA DO AZEITE - PCD;81699000;8;81;00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...;00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...;CAJATI-SP;-24,8003;-48,1736;0;81520100;RIO DO AZEITE;RHN;Ativo
JACUPIRANGUINHA - PCD;81709050;8;81;00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...;00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...;CAJATI-SP;-24,7597;-48,1711;0;81611000;RIO JACUPIRANGUINHA;RHN;Ativo
JACUPIRANGA;81710000;8;81;00426 - CONSTRUFAM - Construfam Engenharia e Empreendimentos Ltda.;00001 - ANA - Agência Nacional de Águas;JACUPIRANGA-SP;-24,6897;-48,0014;20;81610000;RIO JACUPIRANGA;RHN;Ativo
PEROPAVA;81870000;8;81;00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...;00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...;IGUAPE-SP;-24,5708;-47,6242;0;81650000;RIO PEROPAVA;RHN;Ativo
BARRAGEM DO VALO GRANDE - MONTANTE;81880000;8;81;00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...;00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...;IGUAPE-SP;-24,6942;-47,5694;0;81001000;RIO RIBEIRA DO IGUAPE;RHN;Ativo
BARRAGEM VALO GRANDE JUSANTE;81881000;8;81;00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...;00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...;IGUAPE-SP;-24,6922;-47,5692;0;81001000;RIO RIBEIRA DO IGUAPE;RHN;Ativo
