NomeEstacao;CodEstacao;Bacia;SubBacia;Operadora;Responsavel;Municipio-UF;Latitude;Longitude;Altitude;CodRio;NomeRio;Origem;StatusEstacao
UHE FOZ DO CHAPECÓ NONOAI;2752032;7;73;00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A;00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A;NONOAI-RS;-27,3325;-52,7872;594;0;;Setor Elétrico;Ativo
UHE ITÁ ERECHIM PLU;2752035;7;73;00804 - CONS.ITÁ - Consórcio UHE Itá;00804 - CONS.ITÁ - Consórcio UHE Itá;ERECHIM-RS;-27,6575;-52,3203;767;0;;Setor Elétrico;Ativo
COOPAC CONSTANTINA;2752060;7;74;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CONSTANTINA-RS;-27,7253;-52,9781;0;0;;RHN;Ativo
AGROP. PAPAGAIO CHARÕA SARANDI;2752061;7;74;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SARANDI-RS;-27,9253;-52,82;0;0;;RHN;Ativo
PREFEITURA BARRA DO RIO AZUL;2752062;7;73;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;BARRA DO RIO AZUL-RS;-27,41;-52,4156;0;0;;RHN;Ativo
UHE FOZ DO CHAPECÓ CAIBI;2753029;7;74;00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A;00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A;CAIBI-SC;-27,0747;-53,2392;369;0;;Setor Elétrico;Ativo
PREFEITURA CERRO GRANDE;2753053;7;74;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CERRO GRANDE-RS;-27,6103;-53,1667;0;0;;RHN;Ativo
CGH RIO FORTALEZA BARRAMENTO;2753057;7;74;00179 - CRELUZ G - CRELUZ G;00179 - CRELUZ G - CRELUZ G;ERVAL SECO-RS;-27,4736;-53,4578;341;0;;Setor Elétrico;Ativo
CGH LINHA GRANJA VELHA BARRAMENTO;2753058;7;74;00179 - CRELUZ G - CRELUZ G;00179 - CRELUZ G - CRELUZ G;TAQUARUÇU DO SUL-RS;-27,4267;-53,54;277;0;;Setor Elétrico;Ativo
CGH CARLOS BEVILÁCQUA BARRAMENTO;2753059;7;74;00179 - CRELUZ G - CRELUZ G;00179 - CRELUZ G - CRELUZ G;SEBERI-RS;-27,6028;-53,3917;468;0;;Setor Elétrico;Ativo
CGH CAA YARI BARRAMENTO;2754026;7;74;00179 - CRELUZ G - CRELUZ G;00179 - CRELUZ G - CRELUZ G;CRISSIUMAL-RS;-27,4286;-54,1217;184;0;;Setor Elétrico;Ativo
POUSADA APARADOS DA SERRA S.J. AUSENTES;2849066;7;70;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO JOSÉ DOS AUSENTES-RS;-28,6064;-49,8206;0;0;;RHN;Ativo
VACARIA;2850045;7;70;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;VACARIA-RS;-28,4897;-50,9361;956;0;;RHN;Ativo
BRIGADA MILITAR BOM JESUS;2850048;8;86;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;BOM JESUS-RS;-28,6717;-50,4336;0;0;;RHN;Ativo
GUAPORÉ;2851044;8;86;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;GUAPORÉ-RS;-28,8444;-51,8792;520;0;;RHN;Ativo
UHE MACHADINHO LAGOA VERMELHA;2851061;7;72;00808 - CONS.MACHADINHO - Consórcio UHE Machadinho;00808 - CONS.MACHADINHO - Consórcio UHE Machadinho;LAGOA VERMELHA-RS;-28,2222;-51,5125;805;0;;Setor Elétrico;Ativo
IBIRAIARAS;2851072;8;86;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;IBIRAIARAS-RS;-28,3811;-51,6331;788;0;;RHN;Ativo
PARQUE DE RODEIOS ESMERALDA;2851079;7;70;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;ESMERALDA-RS;-28,0653;-51,17;0;0;;RHN;Ativo
CGH SÃO DOMINGOS DO PRATA BARRAMENTO;2851080;8;86;01187 - DOMINGOS PRATA - Usina São Domingos do Prata Ltda.;01187 - DOMINGOS PRATA - Usina São Domingos do Prata Ltda.;VISTA ALEGRE DO PRATA-RS;-28,8092;-51,7364;411;0;;Setor Elétrico;Ativo
CGH TAIPINHA BARRAMENTO;2851085;8;86;00166 - CERFOX - CERFOX;00166 - CERFOX - CERFOX;SOLEDADE-RS;-28,9364;-51,5058;555;0;;Setor Elétrico;Ativo
AULER;2852004;8;86;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;SOLEDADE-RS;-28,8039;-52,3817;700;0;;RHN;Ativo
UHE PASSO FUNDO PLU;2852057;7;73;00112 - ENGIE - Engie Brasil Energia S.A.;00112 - ENGIE - Engie Brasil Energia S.A.;PASSO FUNDO-RS;-28,2267;-52,4033;684;0;;Setor Elétrico;Ativo
AEROCLUBE CARAZINHO;2852074;8;85;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CARAZINHO-RS;-28,3225;-52,8164;0;0;;RHN;Ativo
POLO UAB TAPEJARA;2852075;7;72;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;TAPEJARA-RS;-28,0892;-52,0061;0;0;;RHN;Ativo
CGH SOLEDADE BARRAMENTO;2852077;8;86;00166 - CERFOX - CERFOX;00166 - CERFOX - CERFOX;FONTOURA XAVIER-RS;-28,9378;-52,4856;533;0;;Setor Elétrico;Ativo
INSTITUTO FEDERAL PANAMBI;2853052;7;75;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;PANAMBI-RS;-28,2817;-53,5158;0;0;;RHN;Ativo
FAZENDA ROOS SANTA BÁRBARA DO SUL;2853053;8;85;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SANTA BARBARA DO SUL-RS;-28,1833;-53,2242;0;0;;RHN;Ativo
CGH IGREJINHA BARRAMENTO;2853054;7;75;01186 - CADEADO - Boa Vista do Cadeado Energia Ltda.;01186 - CADEADO - Boa Vista do Cadeado Energia Ltda.;BOA VISTA DO CADEADO-RS;-28,7953;-53,9714;0;0;;Setor Elétrico;Ativo
CGH FORMIGUEIRO BARRAMENTO;2853055;7;75;01188 - FORMIGUEIRO - Formigueiro Geração E Comercio De Energia Elé...;01188 - FORMIGUEIRO - Formigueiro Geração E Comercio De Energia Elé...;BOA VISTA DO CADEADO-RS;-28,5369;-53,8603;0;0;;Setor Elétrico;Ativo
CGH JOÃO DO PASSO BARRAMENTO;2853056;7;75;01190 - MFB - MFB Participações Ltda.;01190 - MFB - MFB Participações Ltda.;CONDOR-RS;-28,245;-53,4156;439;75101100;ARROIO PALMEIRAS;Setor Elétrico;Ativo
ESCOLA CAPÃO DO CIPÓ;2854031;7;75;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CAPÃO DO CIPÓ-RS;-28,9417;-54,5578;0;0;;RHN;Ativo
COOPATRIGO BOSSOROCA;2854032;7;75;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;BOSSOROCA-RS;-28,7325;-54,9117;0;0;;RHN;Ativo
SANTA TECLA TUPANCIRETÃ;2854036;7;75;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;TUPANCIRETA-RS;-28,9003;-54,1589;0;0;;RHN;Ativo
CGH COOPERMIL JUSANTE;2854039;7;74;01211 - COOPERMIL - Cooperativa Mista São Luiz LTDA.;01211 - COOPERMIL - Cooperativa Mista São Luiz LTDA.;GUARANI DAS MISSÕES-RS;-28,1389;-54,5464;245;0;;Setor Elétrico;Ativo
CRAS GARRUCHOS;2855017;7;75;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;GARIBALDI-RS;-28,1925;-55,6378;0;0;;RHN;Ativo
BRIGADA MILITAR STO. ANTÔNIO MISSÕES;2855018;7;75;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SANTO ANTÔNIO DAS MISSÕES-RS;-28,5128;-55,2286;0;0;;RHN;Ativo
AEROPORTO TORRES;2949025;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;TORRES-RS;-29,4142;-49,8047;0;0;;RHN;Ativo
PREFEITURA MORRINHOS DO SUL;2949027;8;84;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;MORRINHOS DO SUL-RS;-29,3686;-49,9331;0;0;;RHN;Ativo
BARRAGEM DO RIO LEÃO;2949029;8;84;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;JACINTO MACHADO-SC;-29,0922;-49,8808;0;0;;RHN;Ativo
CÂNION FORTALEZA CAMBARÁ DO SUL;2949030;8;84;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CAMBARÁ DO SUL-RS;-29,0842;-49,9986;0;0;;RHN;Ativo
MORRO DO FORNO MORRINHOS DO SUL;2949031;8;84;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;MORRINHOS DO SUL-RS;-29,3167;-49,9825;0;0;;RHN;Ativo
CAPÃO DOS COXOS;2950045;8;87;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;SÃO FRANCISCO DE PAULA-RS;-29,4083;-50,5842;890;0;;RHN;Ativo
BRIGADA MILITAR STO. ANTÔNIO DA PATRULHA;2950103;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SANTO ANTÔNIO DA PATRULHA-RS;-29,8264;-50,5181;0;0;;RHN;Ativo
AEROPORTO CAPÁO DA CANOA;2950104;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CAPÃO DA CANOA-RS;-29,7661;-50,0383;0;0;;RHN;Ativo
ETA CORSAN OSÓRIO;2950106;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;OSÓRIO-RS;-29,8889;-50,2581;0;0;;RHN;Ativo
BOA ESPERANÇA ROLANTE;2950107;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;ROLANTE-RS;-29,5586;-50,5025;0;0;;RHN;Ativo
FAZENDA TAIPAS - S.F. DE PAULA;2950108;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO FRANCISCO DE PAULA-RS;-29,4686;-50,4519;0;0;;RHN;Ativo
PQ. APARADOS DA SERRA CAMBARÁ DO SUL;2950109;8;86;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CAMBARÁ DO SUL-RS;-29,1586;-50,0789;0;0;;RHN;Ativo
PROP. BARRA DO OURO;2950110;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;MAQUINÉ-RS;-29,5681;-50,285;0;0;;RHN;Ativo
RINCÃO DOS KROEFF S.F. DE PAULA;2950111;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO FRANCISCO DE PAULA-RS;-29,4864;-50,3536;0;0;;RHN;Ativo
MORRO REUTER;2951142;8;87;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;MORRO REUTER-RS;-29,5289;-51,0369;492;0;;RHN;Ativo
ASCLA SANTA CLARA CARLOS BARBOSA;2951144;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CARLOS BARBOSA-RS;-29,315;-51,4883;0;0;;RHN;Ativo
CGH BOA VISTA BARRAMENTO;2951146;8;86;01044 - CERTEL - Certel Energias Renováveis S.A;01044 - CERTEL - Certel Energias Renováveis S.A;ESTRELA-RS;-29,4728;-51,8681;33;0;;Setor Elétrico;Ativo
CLUBE BARROS CASSAL;2952060;8;85;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;BARROS CASSAL-RS;-29,0961;-52,5886;0;0;;RHN;Ativo
IGREJA HERVEIRAS;2952061;8;85;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;HERVEIRAS-RS;-29,4536;-52,6486;0;0;;RHN;Ativo
FAZ. SÃO JOSÉ LINHA CARVALHO;2952065;8;85;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SINIMBU-RS;-29,3822;-52,7158;0;0;;RHN;Ativo
LINHA ALMEIDA;2952066;8;85;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SINIMBU-RS;-29,37;-52,5072;0;0;;RHN;Ativo
PROPRIEDADE NOVO CABRAIS;2953068;8;85;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;NOVO CABRAIS-RS;-29,7558;-53,055;0;0;;RHN;Ativo
SECR. AGRI. SÃO MARTINHO;2953071;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO MARTINHO DA SERRA-RS;-29,5367;-53,8539;0;0;;RHN;Ativo
RINCÃO DO HERVAL CERRO BRANCO;2953073;8;85;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CERRO BRANCO-RS;-29,6292;-53,0289;0;0;;RHN;Ativo
LINHA POMERANOS AGUDO;2953074;8;85;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;AGUDO-RS;-29,5844;-53,1492;0;0;;RHN;Ativo
CEREAIS CENTRO SUL TUPANCIRETÃ;2953075;8;85;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;TUPANCIRETA-RS;-29,1503;-53,7786;0;0;;RHN;Ativo
COXILHA DO PAU FINADO SÃO GABRIEL;2954040;8;85;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO GABRIEL-RS;-29,9511;-54,3317;0;0;;RHN;Ativo
SECR. AGR. M. AMB. DILERMANO GUIAR;2954041;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;DILERMANDO DE AGUIAR-RS;-29,7075;-54,2056;0;0;;RHN;Ativo
FAZENDA SANTA TEREZA S.F. DE ASSIS;2954044;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO FRANCISCO DE ASSIS-RS;-29,3278;-54,9475;0;0;;RHN;Ativo
AGRP. SANTO ANTÔNIO JARI;2954045;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;JARÍ-RS;-29,2258;-54,1925;0;0;;RHN;Ativo
COOPERATIVA AGROSOLO UNISTALDA;2955022;7;75;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;UNISTALDA-RS;-29,0461;-55,1561;0;0;;RHN;Ativo
ESCOLATÉCNICA ENCRUZILHADA MAÇAMBARÁ;2955023;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;MAÇAMBARA-RS;-29,0058;-55,5089;0;0;;RHN;Ativo
FAZENDA CORDILHEIRA S.F. DE ASSIS;2955024;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO FRANCISCO DE ASSIS-RS;-29,4264;-55,1583;0;0;;RHN;Ativo
CÂMARA DE VEREADORES MAÇAMBARÁ;2956011;7;75;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;MAÇAMBARA-RS;-29,1478;-56,065;0;0;;RHN;Ativo
SANCHURI (ESCOLA) URUGUAIANA;2956012;7;77;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;URUGUAIANA-RS;-29,5431;-56,8122;0;0;;RHN;Ativo
AGROP. CERRO DO COQUEIRO URUGUAIANA;2956013;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;URUGUAIANA-RS;-29,7786;-56,5206;0;0;;RHN;Ativo
ESTÂNIA FORTUNATOURUGUAIANA;2956014;7;77;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;URUGUAIANA-RS;-29,8744;-56,7975;0;0;;RHN;Ativo
FAZENDA SÃO LEONTINO ALEGRETE;2956016;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;ALEGRETE-RS;-29,7592;-56,1486;0;0;;RHN;Ativo
ETA VIAMÃO;3050011;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;VIAMÃO-RS;-30,0958;-50,9825;0;0;;RHN;Ativo
FAZENDA CAVALHADA PALMARES;3050014;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;MOSTARDAS-RS;-30,5011;-50,5775;0;0;;RHN;Ativo
ESCOLA MARIO QUINTANA MOSTADAS;3050015;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;MOSTARDAS-RS;-30,6944;-50,5686;0;0;;RHN;Ativo
ESTACIONAMENETO PREFEITURA SERTÃO SANTANA;3051071;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SERTÃO SANTANA-RS;-30,4608;-51,6031;0;0;;RHN;Ativo
PREFEITURA MARIANA PIMENTEL;3051072;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;MARIANA PIMENTEL-RS;-30,3542;-51,5844;0;0;;RHN;Ativo
PROPRIEDADE BARÃO DO TRIUNFO;3051074;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;BARÃO DO TRIUNFO-RS;-30,5053;-51,9003;0;0;;RHN;Ativo
COTRIBÁ PANTANO GRANDE;3052025;8;85;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;PANTANO GRANDE-RS;-30,2042;-52,3703;0;0;;RHN;Ativo
CHECHE DOM FELICIANO;3052026;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;DOM FELICIANO-RS;-30,7017;-52,1122;0;0;;RHN;Ativo
COTRISEL VILA NOVA DO SUL;3053032;8;85;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;VILA NOVA DO SUL-RS;-30,3353;-53,8925;0;0;;RHN;Ativo
MARCO DAS ÁGUAS LAVRAS DO SUL;3054028;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;LAVRAS DO SUL-RS;-30,7478;-54,1375;0;0;;RHN;Ativo
AZEVEDO SODRÉ SÃO GABRIEL;3054029;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO GABRIEL-RS;-30,0972;-54,6439;0;0;;RHN;Ativo
FAZENDA SÃO GABRIEL;3054030;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO GABRIEL-RS;-30,4811;-54,5533;0;0;;RHN;Ativo
TIARAJU SÃO GABRIEL;3054031;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO GABRIEL-RS;-30,2447;-54,3697;0;0;;RHN;Ativo
FAZENDA ENCERRA;3055003;7;77;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;SANTANA DO LIVRAMENTO-RS;-30,6956;-55,8414;300;0;;RHN;Ativo
USINA EÓLICA CERRO CHATO;3055016;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SANTANA DO LIVRAMENTO-RS;-30,7919;-55,6617;0;0;;RHN;Ativo
ESTÂNCIA SARANDI S. LIVRAMENTO;3055017;7;77;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SANTANA DO LIVRAMENTO-RS;-30,665;-55,9531;0;0;;RHN;Ativo
CABECEIRA SAICÃ ROSÁRIO DO SUL;3055018;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;ROSÁRIO DO SUL-RS;-30,2269;-55,1553;0;0;;RHN;Ativo
CERRO DO COMBATE S. LIVRAMENTO;3055019;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SANTANA DO LIVRAMENTO-RS;-30,5469;-55,3197;0;0;;RHN;Ativo
ESTÂNCIA SANTA HILMA S. LIVRAMENTO;3055021;7;77;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SANTANA DO LIVRAMENTO-RS;-30,9453;-55,6664;0;0;;RHN;Ativo
ESTÂNCIA CATY QUARAÍ;3056029;7;77;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;QUARAÍ-RS;-30,4247;-56,0206;0;0;;RHN;Ativo
GRANJA SANTA LUÍZA QUARAÍ;3056030;7;77;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;QUARAÍ-RS;-30,1028;-56,1183;0;0;;RHN;Ativo
CTG ESTÂNCIA REAL DE BOJURU;3151074;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO JOSÉ DO NORTE-RS;-31,655;-51,4375;0;0;;RHN;Ativo
PQ. DE MÁQUINAS ARROIO DO PADRE;3152046;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;ARROIO DO PADRE-RS;-31,4458;-52,4206;0;0;;RHN;Ativo
SECRETARIA AGRIC. MORRO REDONDO;3152047;8;88;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;MORRO REDONDO-RS;-31,6069;-52,6264;0;0;;RHN;Ativo
ESTÂNCIA DA GRAÇA PELOTAS;3152051;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;PELOTAS-RS;-31,6258;-52,23;0;0;;RHN;Ativo
SÃO LOURENÇO DO SUL - COOPAR;3152052;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SÃO LOURENÇO DO SUL-RS;-31,2597;-52,2036;0;0;;RHN;Ativo
CPRM PEDRAS ALTAS;3153031;8;88;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;PEDRAS ALTAS-RS;-31,7336;-53,5886;0;0;;RHN;Ativo
CORSANPINHEIRO MACHADO;3153033;8;88;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;PINHEIRO MACHADO-RS;-31,5778;-53,3772;0;0;;RHN;Ativo
PIRATINI BRIGADA MILITAR;3153034;8;88;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;PIRATINI-RS;-31,4386;-53,0983;0;0;;RHN;Ativo
USINA TERMOELÉTRICA PIRATINI;3153035;8;87;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;PIRATINI-RS;-31,2419;-53,1808;0;0;;RHN;Ativo
ADUANA ACEGUÁ;3154011;8;88;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;ACEGUÁ-RS;-31,8661;-54,1672;0;0;;RHN;Ativo
AEROPORTO BAGÉ;3154012;7;79;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;BAGÉ-RS;-31,3889;-54,1131;0;0;;RHN;Ativo
BENTO RENGO DOM PEDRITO;3154013;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;DOM PEDRITO-RS;-31,27;-54,5311;0;0;;RHN;Ativo
JOSÉ OTÍVIO BAGÉ;3154014;7;79;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;BAGÉ-RS;-31,1792;-54,1569;0;0;;RHN;Ativo
PASSO SÃO LUIS BAGÉ;3154015;7;79;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;BAGÉ-RS;-31,5119;-54,5114;0;0;;RHN;Ativo
TORQUATO SEVERO DOM PEDRITO;3154016;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;DOM PEDRITO-RS;-31,0222;-54,1847;0;0;;RHN;Ativo
VILA SERRILHADA DOM PEDRITO;3154017;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;DOM PEDRITO-RS;-31,4378;-54,7122;0;0;;RHN;Ativo
MARCO ITAQUATIÁ S. LIVRAMENTO;3155004;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SANTANA DO LIVRAMENTO-RS;-31,005;-55,3408;0;0;;RHN;Ativo
AGROPECUÁRIA POZZOBON S. LIVRAMENTO;3155005;7;76;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SANTANA DO LIVRAMENTO-RS;-31,2397;-55,0944;0;0;;RHN;Ativo
BARRAGEM DO CHASQUEIRO ARROIO GRANDE;3253029;8;88;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;ARROIO GRANDE-RS;-32,1619;-53,0078;0;0;;RHN;Ativo
CORSAN HERVAL;3253030;8;88;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;HERVAL-RS;-32,0289;-53,3978;0;0;;RHN;Ativo
PASSO DO CENTURIÃO HERVAL;3253031;8;88;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;HERVAL-RS;-32,1194;-53,735;0;0;;RHN;Ativo
AGRORIZA S. VITÓRIA PALMAR;3353020;8;88;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;SANTA VITÓRIA DO PALMAR-RS;-33,2381;-53,0619;0;0;;RHN;Ativo
RECEITA FEDERAL CHUÍ;3353021;8;88;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;CHUÍ-RS;-33,6772;-53,4461;0;0;;RHN;Ativo
PCH ALTO JATAPU MONTANTE 1;8059005;1;16;01198 - RORAIMA - Roraima Energia S.A.;01198 - RORAIMA - Roraima Energia S.A.;CAROEBE-RR;0,9206;-59,3325;0;0;;Setor Elétrico;Ativo
UIRAMUTÃ;8460004;1;14;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;UIRAMUTA-RR;4,5986;-60,1664;0;0;;RHN;Ativo
ESTACAO TESTE_PLU;9999999;6;60;00001 - ANA - Agência Nacional de Águas;00001 - ANA - Agência Nacional de Águas;BRASÍLIA-DF;-15,8181;-47,945;1150;0;;Açudes Semiárido;Ativo
TAMISHIYACU;10075000;1;10;00906 - SENAMHI-PERU - SENAMHI-PERU;00906 - SENAMHI-PERU - SENAMHI-PERU;PERU-PU;-4,0036;-73,1611;105;10001000;RIO SOLIMÕES/AMAZONAS;RHN;Ativo
MAZAN;10086700;1;10;00906 - SENAMHI-PERU - SENAMHI-PERU;00906 - SENAMHI-PERU - SENAMHI-PERU;PERU-PU;-3,4881;-73,0819;0;10000090;RIO NAPO;RHN;Ativo
TABATINGA;10100000;1;10;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;TABATINGA-AM;-4,2347;-69,9447;78;10001000;RIO SOLIMÕES/AMAZONAS;CotaOnline;Ativo
